User_ID,User_Name,User_Age,Gender,Country,TV_Show_Name,Genre,Platform,Watch_Time_Hours,Rating_Given_By_User,Watch_Frequency_Per_Week,Completion_Status,User_Satisfaction_Score,Cluster
1122.0,Diya Reddy,0.5,Male,India,TVF Pitchers,Action,SonyLIV,0.16874999999999998,0.6166666666666667,0.16666666666666666,Dropped,0.1443298969072165,0
1102.0,Ishaan Singh,0.9090909090909091,Male,India,Aspirants,Sci-Fi,Netflix,0.9,0.8833333333333334,0.5,Completed,0.845360824742268,1
1069.0,Sara Patel,0.29545454545454547,Female,India,Out of Love,Crime,MX Player,0.6520833333333332,0.15000000000000005,0.8333333333333334,Dropped,0.3195876288659794,2
1115.0,Krishna Singh,0.7272727272727273,Male,India,Criminal Justice,Crime,JioCinema,0.9770833333333333,0.0,0.3333333333333333,Completed,0.3814432989690722,2
1105.0,Myra Reddy,0.6818181818181818,Female,India,Duranga,Comedy,SonyLIV,0.9625,0.8333333333333334,0.3333333333333333,Ongoing,0.8762886597938144,1
1027.0,Arjun Verma,0.11363636363636363,Male,India,The Night Manager,Action,Disney+ Hotstar,0.16874999999999998,0.85,1.0,Ongoing,0.16494845360824742,0
1119.0,Rohan Kumar,0.36363636363636365,Female,India,Rocket Boys,Thriller,JioCinema,0.44166666666666665,0.8000000000000002,0.8333333333333334,Ongoing,0.40206185567010305,3
1017.0,Anika Gupta,0.8636363636363636,Female,India,The Freelancer,Romance,MX Player,0.4375,0.3,0.16666666666666666,Completed,0.2577319587628866,3
1018.0,Karan Verma,0.5681818181818182,Female,India,Sacred Games,Drama,MX Player,0.7708333333333334,0.9499999999999998,0.3333333333333333,Completed,0.7628865979381444,1
1149.0,Sara Patel,0.6136363636363636,Male,India,Out of Love,Romance,Disney+ Hotstar,0.7416666666666667,0.5,0.8333333333333334,Completed,0.5257731958762887,2
1143.0,Sai Gupta,0.5454545454545454,Female,India,Undekhi,Thriller,Amazon Prime,0.6833333333333332,0.20000000000000004,0.16666666666666666,Completed,0.35051546391752575,2
1076.0,Aadhya Reddy,0.7954545454545454,Female,India,Undekhi,Comedy,SonyLIV,0.8854166666666666,0.1166666666666667,0.3333333333333333,Dropped,0.41237113402061853,2
1131.0,Anika Mehta,0.3409090909090909,Male,India,Farzi,Crime,ZEE5,0.9854166666666666,0.8166666666666668,1.0,Dropped,0.8865979381443299,1
1131.0,Riya Singh,0.18181818181818182,Male,India,Gullak,Comedy,SonyLIV,0.10208333333333335,0.15000000000000005,0.3333333333333333,Completed,0.051546391752577324,0
1177.0,Aditya Chopra,0.1590909090909091,Male,India,Taaza Khabar,Comedy,MX Player,0.11041666666666666,0.5,0.5,Ongoing,0.08247422680412371,0
1108.0,Diya Mehta,0.18181818181818182,Male,India,Panchayat,Drama,ZEE5,0.1729166666666667,0.08333333333333333,0.8333333333333334,Dropped,0.07216494845360824,0
1080.0,Ishaan Verma,0.8636363636363636,Female,India,The Night Manager,Romance,ZEE5,0.5875,0.2833333333333334,0.3333333333333333,Ongoing,0.32989690721649484,3
1012.0,Karan Kumar,0.6818181818181818,Female,India,Bombay Begums,Sci-Fi,Disney+ Hotstar,0.5729166666666666,0.18333333333333326,0.0,Dropped,0.28865979381443296,3
1085.0,Pari Mehta,0.7272727272727273,Male,India,Criminal Justice,Romance,SonyLIV,0.3541666666666667,0.3166666666666667,1.0,Ongoing,0.2061855670103093,3
1026.0,Aadhya Chopra,0.1590909090909091,Male,India,Candy,Romance,SonyLIV,0.5979166666666667,0.016666666666666607,0.6666666666666666,Ongoing,0.2371134020618557,3
1104.0,Ira Joshi,0.6590909090909091,Male,India,Panchayat,Sci-Fi,JioCinema,0.9104166666666668,0.9666666666666668,1.0,Dropped,0.9072164948453608,1
1183.0,Ananya Singh,0.29545454545454547,Female,India,Inside Edge,Drama,Amazon Prime,0.9979166666666667,0.5,1.0,Completed,0.7010309278350515,1
1155.0,Arjun Chopra,0.18181818181818182,Male,India,Criminal Justice,Crime,Netflix,0.3333333333333333,0.03333333333333336,0.6666666666666666,Ongoing,0.13402061855670103,0
1168.0,Riya Gupta,0.4090909090909091,Female,India,Taj Mahal 1989,Romance,Amazon Prime,0.9229166666666666,0.7833333333333332,0.16666666666666666,Ongoing,0.8144329896907218,1
1009.0,Riya Chopra,0.9318181818181818,Male,India,Kota Factory,Romance,Disney+ Hotstar,0.21875,0.6333333333333333,0.5,Dropped,0.18556701030927839,0
1128.0,Krishna Verma,0.7272727272727273,Female,India,Mai,Sci-Fi,JioCinema,0.96875,0.7666666666666666,0.6666666666666666,Ongoing,0.8350515463917525,1
1083.0,Rohan Verma,0.5454545454545454,Female,India,Out of Love,Comedy,MX Player,0.2333333333333333,0.09999999999999994,0.0,Completed,0.10309278350515463,0
1077.0,Sai Verma,0.1590909090909091,Male,India,Criminal Justice,Sci-Fi,Netflix,0.4083333333333334,0.9666666666666668,0.6666666666666666,Completed,0.41237113402061853,3
1038.0,Vivaan Reddy,0.045454545454545456,Female,India,Delhi Crime,Drama,MX Player,0.9645833333333332,0.2333333333333334,0.16666666666666666,Ongoing,0.5154639175257733,2
1086.0,Ananya Patel,0.6136363636363636,Male,India,Breathe,Romance,Netflix,0.5104166666666666,0.3,0.8333333333333334,Ongoing,0.29896907216494845,3
1165.0,Krishna Chopra,0.38636363636363635,Male,India,Bard of Blood,Action,SonyLIV,0.38125000000000003,0.9833333333333334,1.0,Dropped,0.3917525773195876,3
1088.0,Pari Gupta,0.45454545454545453,Female,India,Rocket Boys,Thriller,Amazon Prime,0.2020833333333333,0.45,0.5,Dropped,0.1443298969072165,0
1069.0,Myra Gupta,0.7272727272727273,Male,India,The Freelancer,Thriller,Netflix,0.93125,0.5,0.5,Dropped,0.6494845360824743,1
1119.0,Pari Reddy,0.6363636363636364,Female,India,Duranga,Comedy,Amazon Prime,0.09583333333333333,0.8000000000000002,0.0,Ongoing,0.10309278350515463,0
1148.0,Aditya Sharma,0.3181818181818182,Male,India,Duranga,Action,Amazon Prime,0.8395833333333332,0.6166666666666667,0.8333333333333334,Ongoing,0.6494845360824743,1
1074.0,Pari Gupta,0.7727272727272727,Female,India,Delhi Crime,Romance,SonyLIV,0.19999999999999998,0.6666666666666666,0.5,Dropped,0.1752577319587629,0
1001.0,Karan Joshi,0.1590909090909091,Female,India,Suzhal,Romance,MX Player,0.39166666666666666,0.75,0.3333333333333333,Completed,0.34020618556701027,3
1070.0,Vivaan Joshi,0.045454545454545456,Male,India,Bard of Blood,Drama,Amazon Prime,0.5291666666666667,0.18333333333333326,0.0,Dropped,0.26804123711340205,3
